------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------						
Generated with OWENS driver						
======  Blade Properties =================================================================						
10   NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn   BlCrvAC  BlSwpAC   BlCrvAng  BlTwist   BlChord   BlAFID						
    (m)      (m)      (m)      (deg)      (deg)      (m)      (-)						
0.0 0.0 -0.0 0.0 120.00000000000001 6.0 21	
12.242545466666666 22.08032449718044 -0.0 0.0 0.0 5.967472230723904 22	
24.485090933333332 35.964987486507546 1.8275276125516956e-15 0.0 0.0 4.113303561013382 23	
36.727636399999994 47.52028089625601 -0.0 0.0 0.0 3.2697611196487406 24	
48.970181866666664 53.290013930695125 -0.0 0.0 0.0 3.006916134855425 25	
61.21272733333333 53.29001393069512 -0.0 0.0 0.0 3.0657470684598227 26	
73.45527279999999 47.520280896256025 -0.0 0.0 0.0 3.4653349433537555 27	
85.69781826666667 35.965041753173104 1.9087510619984295e-15 0.0 0.0 4.566758516755366 28	
97.94036373333333 22.080324497180452 -0.0 0.0 0.0 6.0 29	
110.1829092 2.6154533205868783e-15 -9.860761315262648e-32 0.0 0.0 6.0 30	

